_id,barcode,category,categoryCode,cpg,name,topBrand,brandCode
{'$oid': '592486bee410d61fcea3d12f'},511111600794,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",KLONDIKE,False,KLONDIKE
{'$oid': '592486bee410d61fcea3d12a'},511111600848,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",FRUTTARE,,FRUTTARE
{'$oid': '5da60576a60b87376833e349'},511111305569,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",AFRIN® NO DRIP PUMP MISTS,,511111305569
{'$oid': '5332f5f5e4b03c9a25efd0b0'},511111404002,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Betty Crocker,,
{'$oid': '580dff9fe4b0f32b2de21382'},511111701859,Baking,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Knox Gelatin,False,KNOX
{'$oid': '5da608131dda2c3e1416ae8a'},511111505716,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Claritin® ADULTS,,511111505716
{'$oid': '588b9f8fe4b02187f85cdada'},511111501107,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Planters,False,PLANTERS
{'$oid': '592486bde410d61fcea3d127'},511111800873,Personal Care,PERSONAL_CARE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",DEGREE,False,DEGREE
{'$oid': '5a4d23dae4b0bcb2c74ea77e'},511111000518,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Caleb's Kola,False,CALEB'S KOLA
{'$oid': '5d66dc946d5f3b6188d4f04e'},511111305408,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Lemon Lemon Sparkling Drinks,,LEMON LEMON
{'$oid': '592486bfe410d61fcea3d140'},511111300656,Personal Care,PERSONAL_CARE,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",VASELINE,False,VASELINE
{'$oid': '5d658ff3a3a018514994f432'},511111005216,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Cooking Light Magazine,,511111005216
{'$oid': '5fcda494be37ce688e08b0cc'},511111817932,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcda494be37ce688e08b0cb'}}",test brand @1607312532178,False,TEST BRANDCODE @1607312532178
{'$oid': '5ef4f667be37ce2efae842ea'},511111715047,Cleaning & Home Improvement,CLEANING_AND_HOME_IMPROVEMENT,"{'$ref': 'Cogs', '$id': {'$oid': '5eebc5412455c97a877ef382'}}",Pinesol,,PINESOL
{'$oid': '55b6308ee4b0d8e685c1421a'},511111202677,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Snapple,,
{'$oid': '5332f760e4b03c9a25efd11b'},511111603719,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Honest Ade,,
{'$oid': '5f16f536be37ce2b30061e29'},511111215103,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1595340086791,,TEST BRANDCODE @1595340086791
{'$oid': '5d642dbfa3a018514994f42e'},511111005148,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Shape,,511111005148
{'$oid': '5e3875d2ee7f2d697e835bce'},511111013914,Beauty,,"{'$ref': 'Cogs', '$id': {'$oid': '5e28b81cee7f2d697e835bcd'}}",Essie,,ESSIE
{'$oid': '5332f9f3e4b03c9a25efd1c9'},511111303220,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Pop-tarts,,
{'$oid': '5c45f91b87ff3552f950f027'},511111204923,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '5c45f8b087ff3552f950f026'}}",Brand1,True,0987654321
{'$oid': '58861c7d4e8d0d20bc42c4d6'},511111601449,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Jell-O Refrigerated Pudding & Gelatin,False,
{'$oid': '55b630fde4b0d8e685c14223'},511111502586,,,"{'$ref': 'Cogs', '$id': {'$oid': '55b62995e4b0d8e685c14213'}}",Diet Dr. Pepper,,
{'$oid': '5ab158e8e4b0915382df7622'},511111404446,Canned Goods & Soups,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Campbell's Well Yes!,False,CAMPBELLS WELL YES
{'$oid': '5fcda494be37ce688e08b0cf'},511111717966,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fcda494be37ce688e08b0cb'}}",test brand @1607312532304,False,TEST BRANDCODE @1607312532304
{'$oid': '5f3ff222be37ce1c81aa1e0e'},511111215615,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3ff222be37ce1c81aa1e0c'}}",test brand @1598026274643,,TEST BRANDCODE @1598026274643
{'$oid': '5f772952be37ce6b592e90d2'},511111816775,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f772951be37ce6b592e90d1'}}",test brand @1601644881995,,TEST BRANDCODE @1601644881995
{'$oid': '5fa1c568be37ce402c4618f6'},511111717249,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fa1c568be37ce402c4618f5'}}",test brand @1604437352935,False,
{'$oid': '5fb82236be37ce522e165cdf'},511111217749,,,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Beef Steak,False,BEEF STEAK
{'$oid': '5a02188be4b00d6a5ccb394d'},511111300588,Beauty,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f6e4b03c9a25efd0b4'}}",POND'S,False,POND'S
{'$oid': '5e387617ee7f2d697e835bd0'},511111713937,Beauty,,"{'$ref': 'Cogs', '$id': {'$oid': '5e28b81cee7f2d697e835bcd'}}",L’Oreal Paris - Cosmetics,,L’OREAL PARIS - COSMETICS
{'$oid': '57ebc2ace4b0ac389136a346'},511111801962,Deli,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",P3,False,
{'$oid': '5da6094ca60b87376833e357'},511111605829,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ONE A DAY® MENS,,511111605829
{'$oid': '5f16f536be37ce2b30061e28'},511111615095,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f16f535be37ce2b30061e24'}}",test brand @1595340086078,,TEST BRANDCODE @1595340086078
{'$oid': '5f872b84be37ce66db5dd97a'},511111917045,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1602694020787,,TEST BRANDCODE @1602694020787
{'$oid': '585a9726e4b03e62d1ce0e95'},511111501497,Beverages,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Tazo,,
{'$oid': '5f7ba645be37ce23081c528d'},511111516910,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f7ba644be37ce23081c5289'}}",test brand @1601939013649,,TEST BRANDCODE @1601939013649
{'$oid': '5332f7d3e4b03c9a25efd14e'},511111803393,Snacks,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Cheez-It,,
{'$oid': '5f504acabe37ce0b793c9418'},511111316480,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f504acabe37ce0b793c9417'}}",test brand @1599097546963,,
{'$oid': '5afda3a8e4b03bf01c2a2967'},511111604525,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5a734034e4b0d58f376be874'}}",Snack Factory,False,SNACK FACTORY
{'$oid': '57c08294e4b0718ff5fcb039'},511111202448,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Jupiler,,
{'$oid': '5332f77ce4b03c9a25efd12a'},511111703617,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Gardetto's,,
{'$oid': '5332f9ede4b03c9a25efd1c2'},511111403289,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f7ffe4b03c9a25efd16b'}}",Danimals,,
{'$oid': '58861c7e4e8d0d20bc42c4e2'},511111201403,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Miller 64,False,MILLER64
{'$oid': '592486bee410d61fcea3d12d'},511111700814,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",I CAN'T BELIEVE IT'S NOT BUTTER!,,I CAN'T BELIEVE IT'S NOT BUTTER!
{'$oid': '5da608dfa60b87376833e354'},511111805786,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ONE A DAY® ENERGY ,,511111805786
{'$oid': '5ffe3a87be37ce7aab2d4fd9'},511111419532,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610496647142,False,TEST BRANDCODE @1610496647142
{'$oid': '5ffe3a87be37ce7aab2d4fdb'},511111619543,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3a87be37ce7aab2d4fda'}}",test brand @1610496647311,False,
{'$oid': '5ffe3a86be37ce7aab2d4fd7'},511111719519,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3a85be37ce7aab2d4fd4'}}",test brand @1610496646289,False,TEST BRANDCODE @1610496646289
{'$oid': '5fff3a7abe37ce2bb793010e'},511111119555,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fff3a7abe37ce2bb793010d'}}",test brand @1610562170795,False,
{'$oid': '5ffe3a86be37ce7aab2d4fd8'},511111919520,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3a85be37ce7aab2d4fd4'}}",test brand @1610496646345,False,TEST BRANDCODE @1610496646345
{'$oid': '5ffe3a86be37ce7aab2d4fd6'},511111219507,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3a85be37ce7aab2d4fd4'}}",test brand @1610496646232,False,TEST BRANDCODE @1610496646232
{'$oid': '5ffe35eabe37ce5e01754c47'},511111219385,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe35eabe37ce5e01754c45'}}",test brand @1610495466218,False,TEST BRANDCODE @1610495466218
{'$oid': '5ffe347ebe37ce5e01754c3f'},511111119326,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe347ebe37ce5e01754c3d'}}",test brand @1610495102462,False,TEST BRANDCODE @1610495102462
{'$oid': '5ffe35eabe37ce5e01754c48'},511111719397,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe35eabe37ce5e01754c45'}}",test brand @1610495466250,False,TEST BRANDCODE @1610495466250
{'$oid': '57ebc28be4b0ac389136a344'},511111501985,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Miracle Whip,False,KRAFT MIRACLE WHIP
{'$oid': '58b59989e4b0857c2ddb7255'},511111400998,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Redd's Wicked,False,
{'$oid': '5f403232be37ce5f78d9ed19'},511111015697,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1598042674173,,TEST BRANDCODE @1598042674173
{'$oid': '5f493e72be37ce64d0ae36c4'},511111216094,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493e72be37ce64d0ae36c2'}}",test brand @1598635634796,,TEST BRANDCODE @1598635634796
{'$oid': '5a5d257fe4b06ba572cf24a3'},511111300212,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Sheaf Stout,,SHEAF STOUT
{'$oid': '585a963ce4b03e62d1ce0e78'},511111001768,Snacks,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5fbe4b03c9a25efd0ba'}}",Cheetos,True,CHEETOS
{'$oid': '5fb82a68be37ce522e165ce6'},511111217817,Grocery,GROCERY,"{'$ref': 'Cogs', '$id': {'$oid': '5fb6b608be37ce522e165cb9'}}",Nature's Harvest,False,NATURES HARVEST
{'$oid': '5d6415d5a3a018514994f429'},511111605058,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Health Magazine,,511111605058
{'$oid': '5332fa7ae4b03c9a25efd229'},511111402961,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Fanta,,
{'$oid': '5f494c5e04db711dd8fe87e4'},511111216148,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f494c5d04db711dd8fe87e2'}}",test brand @1598639198570,,TEST BRANDCODE @1598639198570
{'$oid': '5f772951be37ce6b592e90d0'},511111316763,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f772951be37ce6b592e90cf'}}",test brand @1601644881253,,
{'$oid': '5f504ac2be37ce0b793c9415'},511111616467,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f504ac2be37ce0b793c9411'}}",test brand @1599097538609,,TEST BRANDCODE @1599097538609
{'$oid': '5bd201cc965c7d66d92731ee'},511111704706,Household,,"{'$ref': 'Cogs', '$id': {'$oid': '550b2565e4b001d5e9e4146f'}}",Scott,False,SCOTT
{'$oid': '5fd2a0bfbe37ce49eb72c0f1'},511111218135,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd2a0bfbe37ce49eb72c0ef'}}",test brand @1607639231674,False,TEST BRANDCODE @1607639231674
{'$oid': '5daf3507a60b87376833e35c'},511111505921,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",EPIC™,,EPIC
{'$oid': '58861c7e4e8d0d20bc42c4de'},511111901426,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Grolsch Lager,False,GROLSCH
{'$oid': '5f9770c0be37ce03d08a2d88'},511111417101,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1603760320407,,TEST BRANDCODE @1603760320407
{'$oid': '5a5e32c3e4b06ba572cf24aa'},511111400042,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Magnum,,MAGNUM
{'$oid': '5f99f71bbe37ce13da9eade9'},511111817147,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f99f71bbe37ce13da9eade6'}}",test brand @1603925787411,,TEST BRANDCODE @1603925787411
{'$oid': '5ffe35eabe37ce5e01754c4a'},511111819417,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610495466861,False,TEST BRANDCODE @1610495466861
{'$oid': '5ffe3682be37ce5e01754c55'},511111519430,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3681be37ce5e01754c54'}}",test brand @1610495618015,False,
{'$oid': '5ffe347ebe37ce5e01754c41'},511111819349,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe347ebe37ce5e01754c3d'}}",test brand @1610495102526,False,TEST BRANDCODE @1610495102526
{'$oid': '5ffe347ebe37ce5e01754c40'},511111619338,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe347ebe37ce5e01754c3d'}}",test brand @1610495102491,False,TEST BRANDCODE @1610495102491
{'$oid': '5ffe3480be37ce5e01754c44'},511111519362,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe3480be37ce5e01754c43'}}",test brand @1610495104441,False,
{'$oid': '5ffe35eabe37ce5e01754c46'},511111019374,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe35eabe37ce5e01754c45'}}",test brand @1610495466174,False,TEST BRANDCODE @1610495466175
{'$oid': '5ffe35f9be37ce5e01754c4c'},511111019428,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe35f9be37ce5e01754c4b'}}",test brand @1610495481412,False,
{'$oid': '5ffe347fbe37ce5e01754c42'},511111319351,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610495103255,False,TEST BRANDCODE @1610495103255
{'$oid': '5ffe35eabe37ce5e01754c49'},511111319405,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ffe35eabe37ce5e01754c45'}}",test brand @1610495466285,False,TEST BRANDCODE @1610495466285
{'$oid': '5ff768e3be37ce1e961f32a0'},511111118886,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff768e3be37ce1e961f329f'}}",test brand @1610049763071,False,
{'$oid': '5ff768d4be37ce1e961f329b'},511111718840,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff768d4be37ce1e961f3299'}}",test brand @1610049748118,False,TEST BRANDCODE @1610049748118
{'$oid': '5ff768d4be37ce1e961f329d'},511111418863,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff768d4be37ce1e961f3299'}}",test brand @1610049748181,False,TEST BRANDCODE @1610049748181
{'$oid': '5ff768d4be37ce1e961f329c'},511111218852,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff768d4be37ce1e961f3299'}}",test brand @1610049748154,False,TEST BRANDCODE @1610049748154
{'$oid': '5ff768d4be37ce1e961f329e'},511111918875,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1610049748724,False,TEST BRANDCODE @1610049748724
{'$oid': '5ff77857be37ce58ce50083a'},511111618898,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5ff77857be37ce58ce500839'}}",test brand @1610053719706,False,TEST BRANDCODE @1610053719707
{'$oid': '5fd7f2b3be37ce733975586c'},511111518327,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd7f2b3be37ce7339755868'}}",test brand @1607987891932,False,TEST BRANDCODE @1607987891932
{'$oid': '5fd7f2b3be37ce733975586b'},511111318316,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd7f2b3be37ce7339755868'}}",test brand @1607987891893,False,TEST BRANDCODE @1607987891893
{'$oid': '5fd7f2b3be37ce733975586a'},511111818304,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd7f2b3be37ce7339755868'}}",test brand @1607987891852,False,TEST BRANDCODE @1607987891852
{'$oid': '5fd7f2b8be37ce733975586f'},511111218340,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd7f2b8be37ce733975586e'}}",test brand @1607987896065,False,
{'$oid': '5fd7f2b4be37ce733975586d'},511111018339,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1607987892540,False,TEST BRANDCODE @1607987892541
{'$oid': '5fd3acb6be37ce0d9386bb3f'},511111618171,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fd3acb5be37ce0d9386bb3e'}}",test brand @1607707829961,False,TEST BRANDCODE @1607707829962
{'$oid': '5332fa7be4b03c9a25efd22b'},511111702948,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5ebe4b03c9a25efd0a8'}}",Diet Cherry Coke,,
{'$oid': '58861c7e4e8d0d20bc42c4e0'},511111701415,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Killians,False,KILLIAN'S
{'$oid': '5332f775e4b03c9a25efd127'},511111403630,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Cheerios,,
{'$oid': '581ce962e4b058c71f74c443'},511111301813,,,"{'$ref': 'Cpgs', '$id': {'$oid': '581ce8d5e4b058c71f74c442'}}",.,,
{'$oid': '5332fa08e4b03c9a25efd1d8'},511111903130,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f2e4b03c9a25efd0aa'}}",Frosted Flakes,,
{'$oid': '5f3d6f44be37ce4ddbb1bb3b'},511111715481,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f44be37ce4ddbb1bb3a'}}",test brand @1597861700880,,TEST BRANDCODE @1597861700880
{'$oid': '5f628235be37ce78e6e2efb1'},511111616696,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f628235be37ce78e6e2efb0'}}",test brand @1600291381675,,
{'$oid': '58b5988ce4b0857c2ddb7252'},511111301028,Beer Wine Spirits,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f709e4b03c9a25efd0f1'}}",Henry's Hard Sparkling,False,
{'$oid': '5f3ff200be37ce1c81aa1e0b'},511111115595,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3ff200be37ce1c81aa1e0a'}}",test brand @1598026240846,,
{'$oid': '57ebc125e4b0ac389136a33b'},511111302063,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Kraft Macaroni & Cheese,False,
{'$oid': '5332f7c8e4b03c9a25efd148'},511111403401,,,"{'$ref': 'Cpgs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Cascadian Farm,,
{'$oid': '57ebc2c8e4b0ac389136a349'},511111901938,Grocery,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Shake N' Bake,False,KRAFT SHAKE 'N BAKE
{'$oid': '588ba032e4b02187f85cdadc'},511111401087,Condiments & Sauces,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",HP Sauce,False,HP
{'$oid': '5f493665be37ce52f8314fca'},511111815891,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f493665be37ce52f8314fc9'}}",test brand @1598633573683,,
{'$oid': '5dc0773ea60b873d6b0666ce'},511111206262,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Drumstick™ Cereal,,DRUMSTICK CEREAL
{'$oid': '5da60649a60b87376833e34b'},511111105602,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",ALEVE® D SINUS & COLD,,ALEVE D SINUS & COLD
{'$oid': '580dff84e4b0f32b2de2137f'},511111601883,Dairy,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Cheez Whiz,False,CHEEZ WHIZ
{'$oid': '5fcff305be37ce6d53dfc688'},511111818021,Candy & Sweets,CANDY_AND_SWEETS,"{'$ref': 'Cogs', '$id': {'$oid': '5332fa12e4b03c9a25efd1e7'}}",test brand @1607463685522,False,TEST BRANDCODE @1607463685522
{'$oid': '5d66961cee7f2d201c7281cc'},511111812449,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5c4f20b01b4181298aacffc1'}}",Test brand1,True,
{'$oid': '57d957f2e4b0ac389136a2b4'},511111502371,Frozen,,"{'$ref': 'Cogs', '$id': {'$oid': '559c2234e4b06aca36af13c6'}}",Cool Whip,False,COOL WHIP
{'$oid': '5daf59751dda2c3e1416ae99'},511111006022,Breakfast & Cereal,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f5f3e4b03c9a25efd0ae'}}",Trix™,,TRIX
{'$oid': '5da60859a60b87376833e352'},511111405740,Health & Wellness,,"{'$ref': 'Cogs', '$id': {'$oid': '5d9b4f591dda2c6225a284aa'}}",Flintstones™ Vitamins,False,FLINTSTONES
{'$oid': '5fb81935be37ce522e165cda'},511111217695,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Absolut® Grapefruit,False,ABSOLUT® GRAPEFRUIT
{'$oid': '5fb6d726be37ce522e165cc0'},511111317432,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Altos®,False,ALTOS
{'$oid': '5fb800f1be37ce522e165ccb'},511111417545,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Del Maguey® Vida,False,DEL MAGUEY 
{'$oid': '5fb80b63be37ce522e165cd1'},511111917601,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Jameson® Black Barrel ,False,JAMESON® BLACK BARREL 
{'$oid': '5fb808a1be37ce522e165ccf'},511111817581,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Jameson® ,False,JAMESON
{'$oid': '5fb7e62dbe37ce522e165cc3'},511111217466,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Monkey 47®,False,MONKEY 47
{'$oid': '5fb80d7cbe37ce522e165cd2'},511111417613,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Malibu® Original,False,MALIBU
{'$oid': '5fb7e962be37ce522e165cc6'},511111417491,Beer Wine Spirits,BEER_WINE_SPIRITS,"{'$id': {'$oid': '5fb6d381be37ce522e165cbd'}, '$ref': 'Cogs'}",Lillet®,False,LILLET
{'$oid': '5d642de76d5f3b23d1bc7911'},511111705161,Magazines,,"{'$ref': 'Cogs', '$id': {'$oid': '5d5d4fd16d5f3b23d1bc7905'}}",Traditional Home,,511111705161
{'$oid': '57c0827de4b0718ff5fcb037'},511111902461,Baby,,"{'$ref': 'Cogs', '$id': {'$oid': '5332f7a7e4b03c9a25efd134'}}",Antarctica,True,AMP2
{'$oid': '5f3d6f44be37ce4ddbb1bb3d'},511111815501,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5f3d6f44be37ce4ddbb1bb3a'}}",test brand @1597861700940,,TEST BRANDCODE @1597861700940
{'$oid': '5fa1c567be37ce402c4618f0'},511111717195,Baking,BAKING,"{'$ref': 'Cogs', '$id': {'$oid': '5fa1c567be37ce402c4618ef'}}",test brand @1604437351567,False,TEST BRANDCODE @1604437351567
{'$oid': '5332fa03e4b03c9a25efd1d5'},511111603153,,,"{'$ref': 'Cpgs', '$id': {'$oid': '53e10d6368abd3c7065097cc'}}",Fruit Flavored Snacks,,
